Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
20082D-01-01_S7.metabat.36	k__Bacteria (UID203)	5449	104	58	53.45	0.00	0.00	3561485	0	213	213	24757	24757	16720	16720	108081	108081	38.4	1.01	88.13	11	3223	70	34	0	0	0	0
20082D-01-01_S7.metabat.37	k__Bacteria (UID2569)	434	278	186	34.41	0.00	0.00	1976662	0	8	8	475566	475566	247082	247082	545591	545591	30.5	0.43	92.60	11	1822	187	91	0	0	0	0
20082D-01-01_S7.metabat.38	k__Bacteria (UID2569)	434	278	186	65.59	0.27	0.00	2561827	0	12	12	262289	262289	213485	213485	1146867	1146867	31.4	0.73	93.76	11	2075	91	186	1	0	0	0
20082D-01-01_S7.metabat.39	o__Oceanospirillales (UID4446)	43	529	233	98.39	2.19	11.11	4484320	0	382	382	20786	20786	11739	11739	95095	95095	40.5	2.21	88.68	11	4263	7	513	9	0	0	0
20082D-01-01_S7.metabat.4	k__Bacteria (UID203)	5449	104	58	98.82	248.58	13.84	17804818	0	5383	5383	3700	3700	3307	3307	34040	34040	32.9	2.57	91.33	11	19324	3	35	22	9	17	18
20082D-01-01_S7.metabat.40	c__Gammaproteobacteria (UID4444)	263	505	231	89.72	1.65	16.67	3234979	0	218	218	25500	25500	14839	14839	109882	109882	42.9	1.41	89.81	11	2977	88	411	6	0	0	0
20082D-01-01_S7.metabat.41	root (UID1)	5656	56	24	0.00	0.00	0.00	213906	0	9	9	36896	36896	23767	23767	42341	42341	41.1	0.75	90.02	11	210	56	0	0	0	0	0
20082D-01-01_S7.metabat.5	k__Bacteria (UID2569)	434	278	186	88.98	2.87	13.64	2670271	0	319	319	12405	12405	8370	8370	50204	50204	36.8	1.12	93.75	11	2530	25	237	13	3	0	0
20082D-01-01_S7.metabat.6	root (UID1)	5656	56	24	0.00	0.00	0.00	271550	0	22	22	20165	20165	12343	12343	36874	36874	45.6	1.45	87.08	11	241	56	0	0	0	0	0
20082D-01-01_S7.metabat.7	root (UID1)	5656	56	24	0.00	0.00	0.00	1190136	0	138	138	12131	12131	8624	8624	66031	66031	52.7	1.57	87.24	11	1354	56	0	0	0	0	0
20082D-01-01_S7.metabat.8	f__Flavobacteriaceae (UID2845)	53	548	298	99.13	105.17	9.90	7248307	0	730	730	14603	14603	9929	9929	93784	93784	30.5	2.10	90.79	11	6928	14	92	365	75	1	1
20082D-01-01_S7.metabat.9	k__Bacteria (UID203)	5449	104	58	53.45	25.86	52.63	7273080	0	1348	1348	6946	6946	5395	5395	55962	55962	40.6	1.73	87.32	11	7203	69	22	10	3	0	0
20082D-01-02_S8.metabat.1	k__Bacteria (UID203)	5449	104	58	79.31	16.55	50.00	3081930	0	442	442	10503	10503	6972	6972	59682	59682	44.9	1.66	90.60	11	3093	47	45	12	0	0	0
20082D-01-02_S8.metabat.10	o__Rhodospirillales (UID3754)	63	336	201	90.55	1.24	100.00	4130800	0	604	604	9374	9374	6839	6839	70304	70304	53.5	1.65	88.64	11	4240	72	261	3	0	0	0
20082D-01-02_S8.metabat.11	root (UID1)	5656	56	24	70.83	70.83	95.24	6958345	0	148	148	83694	83694	47015	47015	242957	242957	58.1	1.65	88.69	11	6396	35	0	21	0	0	0
20082D-01-02_S8.metabat.12	root (UID1)	5656	56	24	4.17	0.00	0.00	216793	0	43	43	5966	5966	5041	5041	18516	18516	54.3	1.80	90.81	11	252	55	1	0	0	0	0
20082D-01-02_S8.metabat.13	root (UID1)	5656	56	24	0.00	0.00	0.00	351253	0	9	9	68276	68276	39028	39028	112032	112032	52.3	1.50	86.77	11	364	56	0	0	0	0	0
20082D-01-02_S8.metabat.14	root (UID1)	5656	56	24	0.00	0.00	0.00	1116847	0	349	349	3414	3414	3200	3200	17462	17462	37.2	2.09	85.71	11	1215	56	0	0	0	0	0
20082D-01-02_S8.metabat.15	c__Gammaproteobacteria (UID4443)	356	451	270	69.51	2.21	12.50	2274399	0	562	562	4536	4536	4046	4046	16360	16360	51.9	1.82	91.50	11	2461	134	309	8	0	0	0
20082D-01-02_S8.metabat.16	c__Gammaproteobacteria (UID4443)	356	448	269	95.55	0.00	0.00	3328805	0	101	101	59634	59634	32958	32958	165806	165806	65.3	1.89	91.15	11	3143	63	385	0	0	0	0
20082D-01-02_S8.metabat.17	root (UID1)	5656	56	24	0.00	0.00	0.00	342504	0	103	103	3621	3621	3325	3325	12319	12319	41.5	1.66	90.94	11	368	56	0	0	0	0	0
20082D-01-02_S8.metabat.18	f__Rhodobacteraceae (UID3360)	56	582	313	98.24	0.05	100.00	3394679	0	47	47	171255	171255	72227	72227	448962	448962	60.5	2.18	90.95	11	3297	23	558	1	0	0	0
20082D-01-02_S8.metabat.19	c__Alphaproteobacteria (UID3305)	564	349	230	96.02	0.87	0.00	4709861	0	404	404	17553	17553	11658	11658	59747	59747	60.5	2.06	90.72	11	4673	25	321	3	0	0	0
20082D-01-02_S8.metabat.2	c__Gammaproteobacteria (UID4761)	52	693	297	90.97	1.58	50.00	4098838	0	308	308	29857	29857	13307	13307	122079	122079	43.5	1.79	88.76	11	3755	62	625	6	0	0	0
20082D-01-02_S8.metabat.20	root (UID1)	5656	56	24	0.00	0.00	0.00	1750345	0	232	232	10613	10613	7544	7544	32288	32288	43.1	1.98	88.81	11	1584	56	0	0	0	0	0
20082D-01-02_S8.metabat.21	root (UID1)	5656	56	24	0.00	0.00	0.00	271019	0	36	36	12141	12141	7528	7528	34404	34404	38.9	1.40	83.72	11	254	56	0	0	0	0	0
20082D-01-02_S8.metabat.22	k__Bacteria (UID2569)	434	277	185	68.57	1.89	25.00	3047955	0	900	900	3767	3767	3386	3386	13961	13961	37.3	1.97	87.36	11	3306	83	190	4	0	0	0
20082D-01-02_S8.metabat.23	s__algicola (UID2847)	33	496	263	99.24	0.29	0.00	3153257	0	41	41	209222	209222	76908	76908	403732	403732	33.5	1.94	91.14	11	2888	2	492	2	0	0	0
20082D-01-02_S8.metabat.24	root (UID1)	5656	56	24	0.00	0.00	0.00	246315	0	48	48	5951	5951	5131	5131	11561	11561	53.5	1.70	88.03	11	269	56	0	0	0	0	0
20082D-01-02_S8.metabat.25	f__Rhodobacteraceae (UID3356)	67	615	329	93.01	4.93	12.00	2811807	0	412	412	8869	8869	6824	6824	48461	48461	54.7	1.59	92.15	11	3123	53	537	25	0	0	0
20082D-01-02_S8.metabat.26	k__Bacteria (UID203)	5449	104	58	11.55	0.00	0.00	968105	0	350	350	2878	2878	2766	2766	7889	7889	57.5	2.12	92.32	11	1195	96	8	0	0	0	0
20082D-01-02_S8.metabat.27	k__Bacteria (UID203)	5449	104	58	8.62	0.00	0.00	1067485	0	364	364	3049	3049	2932	2932	11666	11666	59.1	2.00	91.37	11	1263	99	5	0	0	0	0
20082D-01-02_S8.metabat.28	k__Bacteria (UID203)	5449	104	58	41.38	8.62	100.00	5124065	0	1027	1027	6200	6200	4989	4989	41647	41647	40.2	2.00	87.19	11	5136	78	22	3	1	0	0
20082D-01-02_S8.metabat.29	root (UID1)	5656	56	24	0.00	0.00	0.00	508159	0	40	40	16909	16909	12703	12703	50495	50495	43.2	1.59	87.16	11	435	56	0	0	0	0	0
20082D-01-02_S8.metabat.3	k__Bacteria (UID203)	5449	104	58	39.97	0.00	0.00	4424209	0	550	550	16951	16951	8044	8044	83520	83520	37.6	2.63	85.98	11	4303	75	29	0	0	0	0
20082D-01-02_S8.metabat.30	k__Bacteria (UID203)	5449	104	58	3.61	0.00	0.00	2480702	0	682	682	3929	3929	3637	3637	73092	73092	40.1	1.85	87.42	11	2581	97	7	0	0	0	0
20082D-01-02_S8.metabat.31	root (UID1)	5656	56	24	0.00	0.00	0.00	406979	0	6	6	77798	77798	67829	67829	101930	101930	41.3	0.69	87.22	11	452	56	0	0	0	0	0
20082D-01-02_S8.metabat.32	c__Gammaproteobacteria (UID4444)	263	506	232	99.15	0.50	50.00	4338764	0	66	66	102389	102389	65738	65738	284928	284928	57.2	2.13	91.89	11	4013	49	455	2	0	0	0
20082D-01-02_S8.metabat.33	s__algicola (UID2846)	47	571	303	99.01	0.55	33.33	4156234	0	151	151	54334	54334	27524	27524	147151	147151	32.5	1.47	91.10	11	3733	6	562	3	0	0	0
20082D-01-02_S8.metabat.34	k__Bacteria (UID203)	5449	104	58	67.24	58.62	85.71	8331785	0	1468	1468	7407	7407	5675	5675	63238	63238	40.5	1.85	89.14	11	8263	59	17	21	7	0	0
20082D-01-02_S8.metabat.35	root (UID1)	5656	56	24	0.00	0.00	0.00	229728	0	26	26	20153	20153	8835	8835	73989	73989	32.9	1.98	90.07	11	189	56	0	0	0	0	0
20082D-01-02_S8.metabat.36	k__Bacteria (UID203)	5449	104	58	80.41	67.24	76.00	6681280	0	1298	1298	6536	6536	5147	5147	35530	35530	56.2	2.20	90.77	11	7131	39	23	38	4	0	0
20082D-01-02_S8.metabat.37	f__Flavobacteriaceae (UID2845)	53	548	298	15.72	2.26	0.00	777559	0	404	404	1866	1866	1924	1924	5117	5117	32.6	2.18	90.31	11	983	448	92	7	0	1	0
20082D-01-02_S8.metabat.38	k__Bacteria (UID203)	5449	104	58	33.62	1.72	0.00	2684351	0	830	830	3472	3472	3234	3234	14942	14942	54.6	2.72	89.44	11	3184	81	22	1	0	0	0
20082D-01-02_S8.metabat.39	k__Bacteria (UID203)	5449	104	58	20.69	0.00	0.00	976999	0	295	295	3438	3438	3311	3311	10427	10427	45.5	1.78	91.07	11	1122	92	12	0	0	0	0
20082D-01-02_S8.metabat.4	root (UID1)	5656	56	24	0.00	0.00	0.00	202554	0	9	9	32196	32196	22506	22506	81455	81455	59.2	1.49	89.44	11	228	56	0	0	0	0	0
20082D-01-02_S8.metabat.40	f__Rhodobacteraceae (UID3361)	46	654	332	82.24	5.10	14.63	4132406	0	1061	1061	4608	4608	3894	3894	23975	23975	63.3	2.63	88.74	11	4622	105	512	35	2	0	0
20082D-01-02_S8.metabat.41	k__Bacteria (UID203)	5449	99	53	9.43	0.00	0.00	261301	0	104	104	2466	2466	2512	2512	8217	8217	31.5	2.40	93.45	11	341	93	6	0	0	0	0
20082D-01-02_S8.metabat.5	k__Bacteria (UID203)	5449	104	58	5.17	0.00	0.00	345635	0	184	184	1781	1781	1878	1878	4709	4709	66.3	2.22	91.66	11	474	98	6	0	0	0	0
20082D-01-02_S8.metabat.6	c__Gammaproteobacteria (UID4444)	263	505	231	98.41	1.78	0.00	3216541	0	53	53	216980	216980	60689	60689	383206	383206	42.5	1.24	89.74	11	3020	25	472	8	0	0	0
20082D-01-02_S8.metabat.7	c__Alphaproteobacteria (UID3422)	26	529	308	99.51	0.81	0.00	3605575	0	30	30	340488	340488	120185	120185	884900	884900	60.1	1.39	91.59	11	3455	2	524	3	0	0	0
20082D-01-02_S8.metabat.8	o__Sphingomonadales (UID3310)	26	569	293	99.54	0.90	25.00	3648304	0	35	35	191835	191835	104237	104237	536006	536006	56.8	1.33	90.57	11	3444	2	563	4	0	0	0
20082D-01-02_S8.metabat.9	c__Gammaproteobacteria (UID4444)	263	506	232	85.58	1.63	62.50	3372267	0	632	632	6824	6824	5335	5335	38057	38057	57.9	1.92	91.97	11	3583	119	379	8	0	0	0
20082D-01-03_S9.metabat.1	k__Bacteria (UID203)	5449	104	58	77.59	0.00	0.00	2078753	0	183	183	17888	17888	11359	11359	81530	81530	45.2	1.32	90.88	11	2042	51	53	0	0	0	0
20082D-01-03_S9.metabat.10	k__Bacteria (UID1453)	901	171	117	97.86	3.25	0.00	2567159	0	84	84	57023	57023	30561	30561	392828	392828	47.5	1.40	91.81	11	2565	3	161	7	0	0	0
20082D-01-03_S9.metabat.11	k__Bacteria (UID203)	5449	104	58	5.17	0.00	0.00	237915	0	97	97	2541	2541	2452	2452	6292	6292	38.3	1.64	89.87	11	318	101	3	0	0	0	0
20082D-01-03_S9.metabat.12	k__Bacteria (UID203)	5449	104	58	93.10	15.52	25.53	2221671	0	120	120	38104	38104	18513	18513	232373	232373	38.3	1.21	91.92	11	2157	4	53	47	0	0	0
20082D-01-03_S9.metabat.13	c__Gammaproteobacteria (UID4443)	356	451	270	38.71	2.78	52.94	939516	0	65	65	28552	28552	14454	14454	101153	101153	44.6	1.24	91.88	11	894	263	171	17	0	0	0
20082D-01-03_S9.metabat.14	k__Archaea (UID2)	207	149	107	28.89	0.00	0.00	807031	0	205	205	4499	4499	3936	3936	12316	12316	37.9	1.41	94.83	11	782	110	39	0	0	0	0
20082D-01-03_S9.metabat.15	f__Rhodobacteraceae (UID3356)	67	615	329	90.98	27.70	35.80	3397756	0	468	468	12056	12056	7260	7260	89245	89245	48.0	2.10	90.42	11	3459	89	404	98	22	2	0
20082D-01-03_S9.metabat.16	root (UID1)	5656	56	24	0.00	0.00	0.00	248122	0	76	76	3554	3554	3264	3264	8592	8592	36.3	1.48	95.86	11	393	56	0	0	0	0	0
20082D-01-03_S9.metabat.17	k__Archaea (UID2)	207	149	107	70.33	30.05	0.00	11837446	0	1958	1958	7254	7254	6045	6045	51011	51011	48.2	1.73	86.75	11	8688	39	66	24	19	0	1
20082D-01-03_S9.metabat.18	root (UID1)	5656	56	24	4.17	0.00	0.00	364508	0	73	73	6943	6943	4993	4993	36078	36078	36.4	1.46	95.19	11	395	55	1	0	0	0	0
20082D-01-03_S9.metabat.19	k__Bacteria (UID3187)	2258	190	119	74.41	0.00	0.00	1575687	0	323	323	5682	5682	4878	4878	18663	18663	42.6	1.88	91.35	11	1536	46	144	0	0	0	0
20082D-01-03_S9.metabat.2	k__Bacteria (UID203)	5449	104	58	62.07	0.00	0.00	1842417	0	96	96	36819	36819	19191	19191	102647	102647	37.1	1.30	93.07	11	1781	62	42	0	0	0	0
20082D-01-03_S9.metabat.20	k__Bacteria (UID203)	5449	104	58	24.45	0.00	0.00	377742	0	138	138	2889	2889	2737	2737	9131	9131	38.3	1.32	92.06	11	433	85	19	0	0	0	0
20082D-01-03_S9.metabat.21	k__Bacteria (UID203)	5449	104	58	26.88	4.31	0.00	2793585	0	790	790	3992	3992	3536	3536	21433	21433	40.7	1.70	90.15	11	3069	84	16	4	0	0	0
20082D-01-03_S9.metabat.22	c__Gammaproteobacteria (UID4267)	119	544	284	67.05	3.18	0.00	1742923	0	106	106	28211	28211	16442	16442	82924	82924	37.3	1.35	94.19	11	1639	178	351	15	0	0	0
20082D-01-03_S9.metabat.23	p__Euryarchaeota (UID3)	148	188	125	74.13	0.40	0.00	1422129	0	43	43	57732	57732	33072	33072	132675	132675	35.8	0.86	94.73	11	1240	62	125	1	0	0	0
20082D-01-03_S9.metabat.24	k__Archaea (UID2)	207	149	107	29.44	0.93	100.00	882866	0	216	216	4630	4630	4087	4087	15142	15142	46.3	1.26	95.09	11	856	110	38	1	0	0	0
20082D-01-03_S9.metabat.25	k__Bacteria (UID203)	5449	104	58	62.24	1.72	100.00	2087793	0	232	232	12559	12559	8999	8999	56182	56182	47.5	1.31	88.29	11	1976	60	43	1	0	0	0
20082D-01-03_S9.metabat.26	k__Bacteria (UID203)	5449	104	58	86.21	91.91	27.34	2877390	0	468	468	8788	8788	6148	6148	51712	51712	34.5	1.54	95.99	11	3218	10	28	41	21	4	0
20082D-01-03_S9.metabat.27	o__Cytophagales (UID2936)	47	454	336	75.59	1.79	60.00	2085404	0	465	465	5304	5304	4484	4484	22083	22083	39.1	1.65	92.71	11	2114	109	337	7	1	0	0
20082D-01-03_S9.metabat.28	k__Bacteria (UID203)	5449	104	58	76.38	34.66	33.33	3366790	0	564	564	6839	6839	5969	5969	35482	35482	45.3	1.48	90.91	11	3439	51	29	24	0	0	0
20082D-01-03_S9.metabat.29	c__Gammaproteobacteria (UID4444)	263	503	230	94.49	0.80	0.00	3027129	0	182	182	27515	27515	16632	16632	107087	107087	52.3	1.48	89.67	11	2881	24	475	4	0	0	0
20082D-01-03_S9.metabat.3	k__Archaea (UID2)	207	145	103	79.29	2.43	0.00	962277	0	236	236	4850	4850	4077	4077	37168	37168	31.2	2.16	91.06	11	1343	36	105	4	0	0	0
20082D-01-03_S9.metabat.30	c__Gammaproteobacteria (UID4201)	1164	275	174	27.20	0.00	0.00	488357	0	111	111	4978	4978	4399	4399	21421	21421	38.7	1.47	97.31	11	567	207	68	0	0	0	0
20082D-01-03_S9.metabat.31	root (UID1)	5656	56	24	100.00	503.52	4.10	11177269	0	1957	1957	7702	7702	5711	5711	81573	81573	33.2	2.00	95.16	11	11712	0	0	0	2	5	49
20082D-01-03_S9.metabat.32	k__Archaea (UID2)	207	149	107	8.30	0.00	0.00	387354	0	20	20	33068	33068	19367	19367	48426	48426	38.8	1.50	73.90	4	407	132	17	0	0	0	0
20082D-01-03_S9.metabat.33	k__Bacteria (UID2495)	2993	147	91	90.81	1.40	0.00	2686368	0	219	219	19877	19877	12266	12266	63146	63146	38.7	1.52	91.10	11	2524	12	130	5	0	0	0
20082D-01-03_S9.metabat.34	k__Archaea (UID2)	207	149	107	72.67	47.23	0.00	17745673	0	2198	2198	10187	10187	8073	8073	50350	50350	56.5	2.09	86.04	11	14267	36	57	31	20	2	3
20082D-01-03_S9.metabat.35	root (UID1)	5656	56	24	100.00	277.50	16.00	7783930	0	1168	1168	9698	9698	6664	6664	97331	97331	30.5	2.18	94.96	11	7964	0	0	11	23	10	12
20082D-01-03_S9.metabat.36	k__Archaea (UID2)	207	149	107	84.58	12.62	11.54	1499901	0	69	69	45610	45610	21737	21737	149185	149185	38.0	1.11	94.69	11	1337	19	104	26	0	0	0
20082D-01-03_S9.metabat.37	k__Bacteria (UID203)	5449	104	58	36.21	1.72	0.00	404460	0	106	106	4411	4411	3815	3815	12877	12877	32.0	1.15	95.97	11	406	81	22	1	0	0	0
20082D-01-03_S9.metabat.38	k__Bacteria (UID203)	5449	102	58	15.52	0.00	0.00	631248	0	178	178	3826	3826	3546	3546	26440	26440	38.0	1.45	96.57	11	735	93	9	0	0	0	0
20082D-01-03_S9.metabat.39	k__Bacteria (UID203)	5449	104	58	22.76	1.72	100.00	1761102	0	289	289	7320	7320	6093	6093	24953	24953	49.3	1.52	87.82	11	1782	90	13	1	0	0	0
20082D-01-03_S9.metabat.4	o__Actinomycetales (UID1663)	488	310	185	97.63	0.00	0.00	2110368	0	8	8	464777	464777	263796	263796	761139	761139	55.0	0.84	92.68	11	1980	6	304	0	0	0	0
20082D-01-03_S9.metabat.40	root (UID1)	5656	56	24	0.00	0.00	0.00	280001	0	75	75	3991	3991	3733	3733	15469	15469	35.4	1.31	94.18	11	488	56	0	0	0	0	0
20082D-01-03_S9.metabat.41	s__algicola (UID2846)	47	571	303	81.74	1.05	0.00	1495793	0	119	119	22612	22612	12569	12569	80629	80629	30.0	1.39	95.30	11	1419	119	447	5	0	0	0
20082D-01-03_S9.metabat.42	k__Bacteria (UID3187)	2258	190	119	88.74	2.06	25.00	2176814	0	426	426	5984	5984	5109	5109	38494	38494	41.0	2.12	89.78	11	2151	15	171	4	0	0	0
20082D-01-03_S9.metabat.43	k__Archaea (UID2)	207	149	107	21.96	0.00	0.00	755816	0	194	194	4127	4127	3895	3895	15159	15159	45.8	1.33	94.78	11	770	124	25	0	0	0	0
20082D-01-03_S9.metabat.44	root (UID1)	5656	56	24	0.00	0.00	0.00	251487	0	60	60	5688	5688	4191	4191	14713	14713	34.0	1.32	95.32	11	309	56	0	0	0	0	0
20082D-01-03_S9.metabat.45	root (UID1)	5656	56	24	0.00	0.00	0.00	230700	0	56	56	5473	5473	4119	4119	13274	13274	37.9	1.46	99.10	11	157	56	0	0	0	0	0
20082D-01-03_S9.metabat.46	root (UID1)	5656	56	24	100.00	2060.44	2.83	40441757	0	14667	14667	2770	2770	2757	2757	37936	37936	32.5	2.75	95.10	11	46961	0	0	0	0	0	56
20082D-01-03_S9.metabat.5	f__Rhodobacteraceae (UID3356)	67	615	329	78.33	16.97	21.00	2806746	0	349	349	11541	11541	8042	8042	98405	98405	44.0	1.98	90.45	11	2839	133	386	94	2	0	0
20082D-01-03_S9.metabat.6	f__Rhodobacteraceae (UID3356)	67	615	329	77.93	0.79	0.00	1799181	0	153	153	18517	18517	11759	11759	66061	66061	44.0	1.51	91.57	11	1787	127	481	7	0	0	0
20082D-01-03_S9.metabat.7	c__Gammaproteobacteria (UID4443)	356	451	270	92.84	47.04	20.21	3341606	0	215	215	25588	25588	15542	15542	149948	149948	45.5	1.35	92.01	11	3140	57	205	187	2	0	0
20082D-01-03_S9.metabat.8	k__Bacteria (UID203)	5449	104	58	12.93	0.00	0.00	2022430	0	295	295	8325	8325	6855	6855	55653	55653	49.1	1.17	88.39	11	2038	95	9	0	0	0	0
20082D-01-03_S9.metabat.9	k__Bacteria (UID203)	5449	104	58	85.34	83.79	12.15	2322229	0	333	333	11584	11584	6973	6973	84560	84560	37.7	1.65	95.53	11	2511	10	23	43	14	11	3
